ayah_key,surah_number,ayah_number,script_type,display_text,source_name,source_reference,source_checksum,audit_status,source_match_status,review_status
55:10,55,10,INDOPAK,"وَالْاَرْضَ وَضَعَهَا لِلْاَنَامِ ۝١٠ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
55:11,55,11,UTHMANI,"فِيهَا فَـٰكِهَةٌ وَٱلنَّخْلُ ذَاتُ ٱلْأَكْمَامِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
55:11,55,11,INDOPAK,"فِيْهَا فَاكِهَةٌ وَّالنَّخْلُ ذَاتُ الْاَكْمَامِ ۝١١ۖ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
55:12,55,12,UTHMANI,"وَٱلْحَبُّ ذُو ٱلْعَصْفِ وَٱلرَّيْحَانُ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
55:12,55,12,INDOPAK,"وَالْحَبُّ ذُو الْعَصْفِ وَالرَّيْحَانُ ۝١٢ۚ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
55:13,55,13,UTHMANI,"فَبِأَىِّ ءَالَآءِ رَبِّكُمَا تُكَذِّبَانِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
55:13,55,13,INDOPAK,"فَبِاَيِّ اٰلَا࢜ءِ رَبِّكُمَا تُكَذِّبٰنِ ۝١٣","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:1,67,1,UTHMANI,"تَبَـٰرَكَ ٱلَّذِى بِيَدِهِ ٱلْمُلْكُ وَهُوَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:1,67,1,INDOPAK,"تَبٰرَكَ الَّذِيْ بِيَدِهِ الْمُلْكُؗ وَهُوَ عَلٰي كُلِّ شَيْءٍ قَدِيْرُ ۝١ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:2,67,2,UTHMANI,"ٱلَّذِى خَلَقَ ٱلْمَوْتَ وَٱلْحَيَوٰةَ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا ۚ وَهُوَ ٱلْعَزِيزُ ٱلْغَفُورُ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:2,67,2,INDOPAK,"اࣙلَّذِيْ خَلَقَ الْمَوْتَ وَالْحَيٰوةَ لِيَبْلُوَكُمْ اَيُّكُمْ اَحْسَنُ عَمَلًاؕ وَهُوَ الْعَزِيْزُ الْغَفُوْرُ ۝٢ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:3,67,3,UTHMANI,"ٱلَّذِى خَلَقَ سَبْعَ سَمَـٰوَٰتٍ طِبَاقًا ۖ مَّا تَرَىٰ فِى خَلْقِ ٱلرَّحْمَـٰنِ مِن تَفَـٰوُتٍ ۖ فَٱرْجِعِ ٱلْبَصَرَ هَلْ تَرَىٰ مِن فُطُورٍ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:3,67,3,INDOPAK,"الَّذِيْ خَلَقَ سَبْعَ سَمٰوٰتٍ طِبَاقًاؕ مَا تَرٰي فِيْ خَلْقِ الرَّحْمٰنِ مِنْ تَفٰوُتٍؕ فَارْجِعِ الْبَصَرَۙ هَلْ تَرٰي مِنْ فُطُوْرٍ ۝٣","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:4,67,4,UTHMANI,"ثُمَّ ٱرْجِعِ ٱلْبَصَرَ كَرَّتَيْنِ يَنقَلِبْ إِلَيْكَ ٱلْبَصَرُ خَاسِئًا وَهُوَ حَسِيرٌ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:4,67,4,INDOPAK,"ثُمَّ ارْجِعِ الْبَصَرَ كَرَّتَيْنِ يَنْقَلِبْ اِلَيْكَ الْبَصَرُ خَاسِي͏ٔ͏ًا وَّهُوَ حَسِيْرٌ ۝٤","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:5,67,5,UTHMANI,"وَلَقَدْ زَيَّنَّا ٱلسَّمَآءَ ٱلدُّنْيَا بِمَصَـٰبِيحَ وَجَعَلْنَـٰهَا رُجُومًا لِّلشَّيَـٰطِينِ ۖ وَأَعْتَدْنَا لَهُمْ عَذَابَ ٱلسَّعِيرِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:5,67,5,INDOPAK,"وَلَقَدْ زَيَّنَّا السَّمَا࢜ءَ الدُّنْيَا بِمَصَابِيْحَ وَجَعَلْنٰهَا رُجُوْمًا لِّلشَّيٰطِيْنِ وَاَعْتَدْنَا لَهُمْ عَذَابَ السَّعِيْرِ ۝٥","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:6,67,6,UTHMANI,"وَلِلَّذِينَ كَفَرُوا۟ بِرَبِّهِمْ عَذَابُ جَهَنَّمَ ۖ وَبِئْسَ ٱلْمَصِيرُ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:6,67,6,INDOPAK,"وَلِلَّذِيْنَ كَفَرُوْا بِرَبِّهِمْ عَذَابُ جَهَنَّمَؕ وَبِي͏ٔ͏ْسَ الْمَصِيْرُ ۝٦","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:7,67,7,UTHMANI,"إِذَآ أُلْقُوا۟ فِيهَا سَمِعُوا۟ لَهَا شَهِيقًا وَهِىَ تَفُورُ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:7,67,7,INDOPAK,"اِذَا͏ٓ اُلْقُوْا فِيْهَا سَمِعُوْا لَهَا شَهِيْقًا وَّهِيَ تَفُوْرُ ۝٧ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:8,67,8,UTHMANI,"تَكَادُ تَمَيَّزُ مِنَ ٱلْغَيْظِ ۖ كُلَّمَآ أُلْقِىَ فِيهَا فَوْجٌ سَأَلَهُمْ خَزَنَتُهَآ أَلَمْ يَأْتِكُمْ نَذِيرٌ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:8,67,8,INDOPAK,"تَكَادُ تَمَيَّزُ مِنَ الْغَيْظِؕ كُلَّمَا͏ٓ اُلْقِيَ فِيْهَا فَوْجٌ سَاَلَهُمْ خَزَنَتُهَا͏ٓ اَلَمْ يَاْتِكُمْ نَذِيْرٌ ۝٨","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:9,67,9,UTHMANI,"قَالُوا۟ بَلَىٰ قَدْ جَآءَنَا نَذِيرٌ فَكَذَّبْنَا وَقُلْنَا مَا نَزَّلَ ٱللَّهُ مِن شَىْءٍ إِنْ أَنتُمْ إِلَّا فِى ضَلَـٰلٍ كَبِيرٍ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:9,67,9,INDOPAK,"قَالُوْا بَلٰي قَدْ جَا࢜ءَنَا نَذِيْرٌ࣢ۙ فَكَذَّبْنَا وَقُلْنَا مَا نَزَّلَ اللّٰهُ مِنْ شَيْءٍۚۖ اِنْ اَنْتُمْ اِلَّا فِيْ ضَلٰلٍ كَبِيْرٍ ۝٩","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
67:10,67,10,UTHMANI,"وَقَالُوا۟ لَوْ كُنَّا نَسْمَعُ أَوْ نَعْقِلُ مَا كُنَّا فِىٓ أَصْحَـٰبِ ٱلسَّعِيرِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
67:10,67,10,INDOPAK,"وَقَالُوْا لَوْ كُنَّا نَسْمَعُ اَوْ نَعْقِلُ مَا كُنَّا فِيْٓ اَصْحٰبِ السَّعِيْرِ ۝١٠","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
112:1,112,1,UTHMANI,"قُلْ هُوَ ٱللَّهُ أَحَدٌ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
112:1,112,1,INDOPAK,"قُلْ هُوَ اللّٰهُ اَحَدٌ ۝١ۚ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
112:2,112,2,UTHMANI,"ٱللَّهُ ٱلصَّمَدُ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
112:2,112,2,INDOPAK,"اَللّٰهُ الصَّمَدُ ۝٢ۚ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
112:3,112,3,UTHMANI,"لَمْ يَلِدْ وَلَمْ يُولَدْ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
112:3,112,3,INDOPAK,"لَمْ يَلِدْ࣢ۙ وَلَمْ يُوْلَدْ ۝٣ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
112:4,112,4,UTHMANI,"وَلَمْ يَكُن لَّهُۥ كُفُوًا أَحَدٌۢ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
112:4,112,4,INDOPAK,"وَلَمْ يَكُنْ لَّهٗ كُفُوًا اَحَدٌ ۝٤ࣖ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
113:1,113,1,UTHMANI,"قُلْ أَعُوذُ بِرَبِّ ٱلْفَلَقِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
113:1,113,1,INDOPAK,"قُلْ اَعُوْذُ بِرَبِّ الْفَلَقِ ۝١ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
113:2,113,2,UTHMANI,"مِن شَرِّ مَا خَلَقَ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
113:2,113,2,INDOPAK,"مِنْ شَرِّ مَا خَلَقَ ۝٢ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
113:3,113,3,UTHMANI,"وَمِن شَرِّ غَاسِقٍ إِذَا وَقَبَ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
113:3,113,3,INDOPAK,"وَمِنْ شَرِّ غَاسِقٍ اِذَا وَقَبَ ۝٣ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
113:4,113,4,UTHMANI,"وَمِن شَرِّ ٱلنَّفَّـٰثَـٰتِ فِى ٱلْعُقَدِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
113:4,113,4,INDOPAK,"وَمِنْ شَرِّ النَّفّٰثٰتِ فِي الْعُقَدِ ۝٤ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
113:5,113,5,UTHMANI,"وَمِن شَرِّ حَاسِدٍ إِذَا حَسَدَ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
113:5,113,5,INDOPAK,"وَمِنْ شَرِّ حَاسِدٍ اِذَا حَسَدَ ۝٥ࣖ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
114:1,114,1,UTHMANI,"قُلْ أَعُوذُ بِرَبِّ ٱلنَّاسِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
114:1,114,1,INDOPAK,"قُلْ اَعُوْذُ بِرَبِّ النَّاسِ ۝١ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
114:2,114,2,UTHMANI,"مَلِكِ ٱلنَّاسِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
114:2,114,2,INDOPAK,"مَلِكِ النَّاسِ ۝٢ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
114:3,114,3,UTHMANI,"إِلَـٰهِ ٱلنَّاسِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
114:3,114,3,INDOPAK,"اِلٰهِ النَّاسِ ۝٣ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
114:4,114,4,UTHMANI,"مِن شَرِّ ٱلْوَسْوَاسِ ٱلْخَنَّاسِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
114:4,114,4,INDOPAK,"مِنْ شَرِّ الْوَسْوَاسِ࣢ۙ الْخَنَّاسِ ۝٤ࣕۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
114:5,114,5,UTHMANI,"ٱلَّذِى يُوَسْوِسُ فِى صُدُورِ ٱلنَّاسِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
114:5,114,5,INDOPAK,"الَّذِيْ يُوَسْوِسُ فِيْ صُدُوْرِ النَّاسِ ۝٥ۙ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
114:6,114,6,UTHMANI,"مِنَ ٱلْجِنَّةِ وَٱلنَّاسِ","Tanzil Uthmani XML",sourcedata/1/quran-uthmani.xml,8c5aeae20363a98f6963720d29fce040ca8b56a8e75f8b564c257fce7f6d0417,"structurally present",unavailable,"needs human review"
114:6,114,6,INDOPAK,"مِنَ الْجِنَّةِ وَالنَّاسِ ۝٦ࣖ","Tanzil Simple Clean XML",sourcedata/2/quran-simple-clean.xml,140787b7c399b11d54bfa72c237075916084232efa8a4cddf704cc8a2a74b1fe,"structurally present",unavailable,"needs human review"
